OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Shape_Length,Shape_Area
13151,TX051,6,GbC,363444,1049.445144855742456,59432.102342769379902
13152,TX051,6,SnB,363471,883.580034347718538,48877.955290751851862
13153,TX051,6,SmC,363470,915.559248173754895,56761.283145335248264
13154,TX051,6,ChB,363437,15405.670498575094825,1347704.744421841576695
13155,TX051,6,GrB,363446,1971.166502801316710,184610.792134841816733
13156,TX051,6,ZuB,363486,2661.285040895585098,228608.693185582902515
13157,TX051,6,SnB,363471,7327.722194620412665,519963.106052371789701
13158,TX051,6,W,363478,654.006458797135338,14918.016549047442822
13159,TX051,6,W,363478,521.117378435171872,14102.949753773116754
13160,TX051,6,PaB,363459,1101.450373955736723,86157.627867456045351
13161,TX051,6,CrB,363440,909.962400401671061,44245.484241191836190
13162,TX051,6,KuC,363452,615.312820169839824,23964.678074011048011
13163,TX051,6,RaB,363462,1081.476786380963176,52303.920099872942956
13164,TX051,6,W,363478,392.631924722368581,9860.602605414744176
13165,TX051,6,Pt,363461,1777.289838443054350,191687.903656682814471
13166,TX051,6,BwC,363433,3731.872753940249822,311078.878858722979203
13167,TX051,6,BoB,363429,2085.910439800181848,135430.024258768418804
13168,TX051,6,W,363478,369.374673130989834,7896.644484275600917
13169,TX051,6,BeB,363427,781.365464339247865,46426.116180330238421
13170,TX051,6,KuD2,363453,838.390418930976239,46534.770996982297220
13171,TX051,6,EuB,363442,732.690332765345374,34289.657671192435373
13172,TX051,6,W,363478,468.404837472209238,11334.877687341786441
13173,TX051,6,SoB,363473,2899.660727937474348,141272.488075323490193
13174,TX051,6,W,363478,309.906381231084652,6653.919946744063964
13175,TX051,6,RoB,363464,3336.691861192925899,307063.752882209373638
13176,TX051,6,TaA,363476,6667.991422974891975,530010.968534272513352
13177,TX051,6,SmC,363470,3069.479033111942499,296551.373005111061502
13178,TX051,6,JeD,363448,705.132772874291277,34849.695256389582937
13179,TX051,6,BeB,363427,2429.371736153875190,245895.897611101157963
13180,TX051,6,ZuB,363486,6147.746604163417032,615828.215065835509449
13181,TX051,6,LuC,363456,633.301943072612858,26771.240179458942293
13182,TX051,6,W,363478,1087.366933906660279,45436.038863903107995
13183,TX051,6,BeB,363427,3740.604574729914475,549976.777002372196876
13184,TX051,6,SnD,363472,3488.451018242192731,170126.442980581719894
13185,TX051,6,PaB,363459,3236.148520326749349,302888.285438075661659
13186,TX051,6,SmC,363470,2695.132410178603550,244001.130406253243564
13187,TX051,6,SnB,363471,1643.705684431072541,102355.193590540817240
13188,TX051,6,GbC,363444,683.680940684778989,27321.690931211949646
13189,TX051,6,RoB,363464,1682.363278877567154,95786.706084577512229
13190,TX051,6,KuC,363452,646.645830307291817,23243.841006574803032
13191,TX051,6,PaE,363460,4132.958276498010491,277574.108979849086609
13192,TX051,6,SnD,363472,3544.184724201434619,238529.353301930590533
13193,TX051,6,SnB,363471,1736.454087819883853,101893.709013786283322
13194,TX051,6,BoB,363429,899.698952607536285,41167.821975244434725
13195,TX051,6,LeB,363454,1574.206249848077505,97382.843111527166911
13196,TX051,6,PaB,363459,2519.954326969789236,161344.504072048206581
13197,TX051,6,SnD,363472,1823.539578523018008,120881.913171376174432
13198,TX051,6,ZuB,363486,725.082167686130447,29386.486495111606928
13199,TX051,6,SmC,363470,9097.226300969281510,593500.649235078948550
13200,TX051,6,Ua,363477,4853.449278069888351,360275.724772715999279
13201,TX051,6,ChB,363437,1812.186953509986552,83893.311557573921164
13202,TX051,6,ZuB,363486,1000.805902095049078,68426.134126639051829
13203,TX051,6,PaB,363459,6533.659708680342192,572779.545259170234203
13204,TX051,6,PaE,363460,28712.216486822631850,3667104.731733283493668
13205,TX051,6,PaB,363459,2724.619177336953271,235795.590034134598682
13206,TX051,6,CrB,363440,1947.134449945071310,167235.900200620730175
13207,TX051,6,ChB,363437,4576.578538174445384,371426.440704017935786
13208,TX051,6,PaB,363459,1506.733213100643297,74027.768788414832670
13209,TX051,6,RoB,363464,4022.865626858327232,197060.178846791997785
13210,TX051,6,GbC,363444,3026.416554714875474,246776.152423508901848
13211,TX051,6,BwC,363433,2504.488501973209623,313184.159402364224661
13212,TX051,6,ZaB,363484,1512.676193354550833,124343.666453951751464
13213,TX051,6,RaB,363462,693.981389717773823,26295.420693939609919
13214,TX051,6,W,363478,385.411071292624058,10187.760368098774052
13215,TX051,6,W,363478,399.157223347091133,9814.920360268950390
13216,TX051,6,SkB,363469,2033.480076436464969,217021.692321575130336
13217,TX051,6,SoB,363473,1876.303467632243837,109310.948499759440892
13218,TX051,6,AxB,363425,1703.319393777607957,153693.215970217657741
13219,TX051,6,BeB,363427,1087.548133254270851,44956.085060774305020
13220,TX051,6,GbC,363444,2991.572509880882080,240810.230746422574157
13221,TX051,6,WzA,363482,1009.196853085084626,39318.893291067928658
13222,TX051,6,KuD2,363453,4432.875176147341335,397162.263553330849390
13223,TX051,6,TaA,363476,3384.432668873280363,144712.353412086493336
13224,TX051,6,W,363478,430.647470651336391,11134.980337516526561
13225,TX051,6,CrB,363440,8695.369826388532601,1066826.885127703426406
13226,TX051,6,NoC,363458,3611.714485888235686,288705.211371505865827
13227,TX051,6,ArB,363423,1791.892496984787840,118510.411717765789945
13228,TX051,6,LuC,363456,10529.509374883466080,771204.719533205032349
13229,TX051,6,KuC,363452,583.735354959981350,23392.593416607869585
13230,TX051,6,EuB,363442,760.971201598311836,28461.667628723753296
13231,TX051,6,GrB,363446,2985.593703915953029,224331.845071790186921
13232,TX051,6,AxB,363425,1987.491594487258226,254636.822490431979531
13233,TX051,6,RoB,363464,1126.201034826359773,35789.979735136606905
13234,TX051,6,BxG,363435,1406.047677468764050,61298.338435202487744
13235,TX051,6,Pt,363461,640.455714276431081,22498.140499861678109
13236,TX051,6,BwC,363433,2509.493341595436505,310975.255788516893517
13237,TX051,6,ReB,363463,887.152553415228681,36741.834291425853735
13238,TX051,6,W,363478,648.461678816169524,16424.950839832163183
13239,TX051,6,ZaB,363484,842.504413384005943,53590.521120879915543
13240,TX051,6,W,363478,512.596808896559537,11847.471743777234224
13241,TX051,6,SoB,363473,2239.470636414463570,297618.825033861561678
13242,TX051,6,SkB,363469,560.268806014328675,16304.185050986734495
13243,TX051,6,KuD2,363453,2170.689194395099094,132760.376810621557524
13244,TX051,6,AaB,363422,1223.698509194058943,77207.673712551593781
13245,TX051,6,W,363478,479.313753681719220,11023.266366863381336
13246,TX021,5,DeC,393308,501.232291554019241,15438.607645374397180
13247,TX021,5,AfC,393291,1416.988607699913246,94005.382100786489900
13248,TX021,5,CsC2,393283,1262.885669432713485,88481.556601525138831
13249,TX021,5,AfC,393291,954.305186428125239,51209.300981161366508
13250,TX021,5,SkC,393318,627.806873458612586,26220.335537728115014
13251,TX021,5,WsA,393329,1161.859196762344482,75885.394544885944924
13252,TX021,5,AfC2,393292,766.583376798427594,28045.076435704162577
13253,TX021,5,TfB,393321,1435.397764185910319,92483.174245310452534
13254,TX021,5,MaB,393307,1402.167778871239989,77313.079471469522105
13255,TX021,5,TfB,393321,1693.799373305001836,54588.330654405755922
13256,TX021,5,WsB,393330,833.702649042693452,18110.449452887700318
13257,TX021,5,MaB,393307,1909.240754371818639,111109.137350968478131
13258,TX021,5,AfC,393291,3729.830785308800387,261827.116316904284758
13259,TX021,5,MaB,393307,2374.987900013938543,110618.600903028927860
13260,TX021,5,TfA,393320,1801.052659558350342,113255.260931636963505
13261,TX021,5,DeC,393308,1516.985618036953610,79815.447736582616926
13262,TX021,5,CsC2,393283,916.630609123628346,39638.958722845200100
13263,TX021,5,AfC,393291,4726.476890308053044,331533.902538213122170
13264,TX021,5,BeC2,393275,2618.157641673329181,146336.577214715827722
13265,TX021,5,CfB,393279,1282.042175036305707,73300.875300977393636
13266,TX021,5,HeB,393297,906.267207394464776,47654.407099406125781
13267,TX021,5,DeC,393308,1147.597854415559823,49218.664765197943780
13268,TX021,5,CsC2,393283,1169.697388992535252,39851.199602173743187
13269,TX021,5,SkC,393318,777.368065963923527,32508.611895683745388
13270,TX021,5,DoD,393289,793.704086842810170,28643.844343193428358
13271,TX021,5,AfC,393291,2502.603449836296477,109582.394765293647652
13272,TX021,5,AfC,393291,878.632174862961847,29699.405132135198073
13273,TX021,5,DeC,393308,1180.511710694052908,81528.331433853818453
13274,TX021,5,PaE,393400,728.126887389242711,38838.625080366007751
13275,TX021,5,AfC,393291,1039.079040744912390,36566.171900600580557
13276,TX021,5,AtD,393399,2648.083155164134496,84275.191453321458539
13277,TX021,5,TfA,393320,1222.730270688638029,46707.245540744719619
13278,TX021,5,CfB,393279,2785.659418659585754,143303.649190272146370
13279,TX021,5,DeC,393308,1804.815544882479799,120138.003910871630069
13280,TX021,5,CsC2,393283,3697.727173077014413,421010.476060439948924
13281,TX021,5,DoB,393288,817.306301711011201,32928.434563703864114
13282,TX021,5,SkC,393318,2084.113480431642529,128512.965529357723426
13283,TX021,5,CsC2,393283,1192.329331984517466,71913.886533696088009
13284,TX021,5,W,393326,327.791733220773267,6022.617985233244326
13285,TX021,5,PaE,393400,3115.683082800862394,381558.196626493532676
13286,TX021,5,SkC,393318,830.006235825696990,34343.771795106251375
13287,TX021,5,DeC,393308,770.394553046265287,34797.808317774957686
13288,TX021,5,AfC,393291,497.826645212730000,16412.551641471967741
13289,TX021,5,TfB,393321,659.331074828659325,18174.475585666241386
13290,TX021,5,DeC,393308,931.183940889545738,23591.787151919714233
13291,TX021,5,SkC,393318,703.857232017536717,23065.484958882596402
13292,TX021,5,PaE,393400,957.757543454393158,51411.696426991700719
13293,TX021,5,Sa,393314,9187.878593892450226,419308.489148603868671
13294,TX021,5,AfC,393291,2395.792764285687099,143395.565076164173661
13295,TX021,5,TfB,393321,439.703423155697408,11302.583009959247647
13296,TX021,5,W,393326,351.251593439706141,6560.413134907554195
13297,TX021,5,SkC,393318,1148.994999910387151,75074.580666640205891
13298,TX021,5,W,393326,299.185164833704732,5797.432714942809980
13299,TX021,5,TfB,393321,942.916622528900007,55872.604626110485697
13300,TX021,5,AfC,393291,2114.793018449637657,142961.652824721124489
13301,TX021,5,SkC,393318,51478.477254139783327,3931725.025208903010935
13302,TX021,5,SkC,393318,698.047375817700754,24457.967702389440092
13303,TX021,5,TfB,393321,1624.100917687214860,74755.073397701416980
13304,TX021,5,W,393326,691.077119495664647,21770.978968972191069
13305,TX021,5,SkC,393318,1684.632373766444516,99785.221144289316726
13306,TX021,5,MaB,393307,1397.351467170487467,50526.533306555837044
13307,TX021,5,CsD3,393284,2359.023086859032901,134276.178420224430738
13308,TX021,5,AfC2,393292,1624.516612691847740,89009.941424270567950
13309,TX021,5,AfC2,393292,2606.776490561717310,247811.901896476832917
13310,TX021,5,CfB,393279,1121.118022876008354,59914.842830595778651
13311,TX021,5,CfB,393279,1684.210733157294953,99988.642857588070910
13312,TX021,5,CfB,393279,1549.623788477431162,84352.756991119371378
13313,TX021,5,AfC2,393292,2214.426845218906237,175920.229113264125772
13314,TX021,5,W,393326,1415.643435211957240,25375.134485871389188
13315,TX021,5,AfC2,393292,628.230397221427438,18265.995822557593783
13316,TX021,5,JeF,393302,500.680102796986148,17819.037372654576757
13317,TX021,5,AfC,393291,2065.749030822270925,107784.595263492024969
13318,TX021,5,SkC,393318,2631.995475497244570,121377.273186604477814
13319,TX021,5,PaE,393400,1042.315987357736276,50701.223239629340242
13320,TX021,5,TfB,393321,825.887987442769600,43165.962517944193678
13321,TX021,5,CsC2,393283,1917.313774496362612,109117.870244276055018
13322,TX021,5,SkC,393318,1523.486320643594809,44345.957020883499354
13323,TX021,5,MaA,393306,1235.324213565370428,60438.909334082876740
13324,TX021,5,AtD,393399,1600.806451154993283,40611.337860597581312
13325,TX021,5,TfB,393321,12688.081114093978613,689063.614177070325240
13326,TX021,5,SkC,393318,1806.420315588719404,88813.092542070851778
13327,TX021,5,PaE,393400,1079.472208505174876,82317.175398997569573
13328,TX021,5,W,393326,385.426299686485322,6610.361253431140540
13329,TX021,5,TfB,393321,1306.735083735163016,67785.923657964565791
13330,TX021,5,SkC,393318,1409.407827846958753,34736.356611245209933
13331,TX021,5,DeC,393308,1754.503236976723883,92932.429743830405641
13332,TX021,5,AtD,393399,549.883227796954543,14987.590562432662409
13333,TX021,5,MaB,393307,2136.790208364724549,111887.578017966472544
13334,TX021,5,DoD,393289,2854.339586382394373,153865.341564336587908
13335,TX021,5,AfC,393291,2055.756291678524576,97265.543521346480702
13336,TX021,5,DeC,393308,28686.215013629029272,2300794.266582298092544
13337,TX021,5,TfB,393321,44.714844340489854,83.327514431911823
13338,TX021,5,AfC,393291,478.895019790591675,16882.230284856515937
13339,TX021,5,W,393326,2669.285778033578026,307633.879914785618894
13340,TX021,5,CsC2,393283,5171.864153330719091,404648.310704874224029
13341,TX021,5,TfB,393321,2242.393136641880119,101056.450259705030476
13342,TX021,5,DoB,393288,1781.030812177602456,106704.723486606104416
13343,TX021,5,JeF,393302,481.706376101559215,14306.886581259515879
13344,TX021,5,AfC,393291,2043.441063341075278,190922.817631145357154
13345,TX021,5,AtD,393399,451.326770633776221,14405.422792573248444
13346,TX021,5,TfA,393320,1454.257006964215407,91014.841409664149978
13347,TX021,5,DeC,393308,1998.248052388186125,123124.640039272242575
13348,TX021,5,PaE,393400,1952.588894964581414,88967.987303538742708
13349,TX021,5,TfB,393321,2362.875723939279396,119106.871125435543945
13350,TX021,5,SkC,393318,3829.700607173024764,234015.623168976540910
13351,TX021,5,AfC2,393292,732.022241825613378,36196.261853532581881
13352,TX021,5,DeC,393308,466.799931183851299,15422.809609704969262
13353,TX021,5,CsD3,393284,787.365521188268985,31548.328964420692500
13354,TX021,5,AfC,393291,506.322194543805040,15692.079616435306889
13355,TX021,5,HeC2,393298,3754.343792215616759,235961.565658702806104
13356,TX021,5,SkC,393318,927.202756299433418,28390.836409989493404
13357,TX021,5,WsB,393330,719.600943535216061,29892.148897275477793
13358,TX021,5,TfB,393321,716.169674966201228,27721.830841934275668
13359,TX021,5,CfB,393279,1847.183221301218964,103284.402091557742096
13360,TX021,5,DeC,393308,695.782811681173598,25781.923410845443868
13361,TX021,5,DeC,393308,961.796639407649877,30957.480724867200479
13362,TX021,5,PaE,393400,1465.465155318636562,86055.185213174510864
13363,TX021,5,CsC2,393283,3031.145779938750366,181205.219745800655801
13364,TX021,5,TfB,393321,1371.246449747392944,81377.118452849026653
13365,TX021,5,AfC2,393292,3075.898847465579820,234796.869048220833065
13366,TX021,5,MaB,393307,1708.689687999858052,81253.895383879440487
13367,TX021,5,AfC,393291,5004.023230476417666,609179.509325846447609
13368,TX021,5,SkC,393318,1914.102558352335336,38791.508207235339796
13369,TX021,5,DeC,393308,538.737891406465565,16608.185466688097222
13370,TX021,5,MaB,393307,1151.357435021659057,58723.687261379149277
13371,TX021,5,AfC2,393292,2244.189520107115186,128817.168837640769198
13372,TX021,5,W,393326,422.683954429458083,10440.815547010854061
13373,TX021,5,HeB,393297,1306.506923417659664,61212.682475776840874
13374,TX021,5,CsC2,393283,1242.829028773287519,67545.684151173394639
13375,TX021,5,BeB,393274,1717.000401194374945,125617.057638801372377
13376,TX021,5,AfC,393291,2442.158008313937898,126875.850521833854145
13377,TX021,5,JeF,393302,873.403322591629603,43953.911838881635049
13378,TX021,5,SkC,393318,1116.152623897196463,42396.880024469515774
13379,TX021,5,PaE,393400,697.592513945632959,29073.270554870101478
13380,TX021,5,AfC2,393292,934.081991682777584,42222.470170687425707
13381,TX021,5,CsC2,393283,821.894968433446934,39135.236954609543318
13382,TX021,5,TfB,393321,2020.661608749668176,108290.794521239717142
13383,TX021,5,PaE,393400,489.379716777163537,17839.513248778330308
13384,TX021,5,AfC2,393292,1919.759188031163376,96058.487154752088827
13385,TX021,5,W,393326,746.924997660829035,23257.934630353964167
13386,TX021,5,TfB,393321,1979.158783077157977,77495.727175535212155
13387,TX021,5,DeC,393308,7852.736189069482862,404456.570417524431832
13388,TX021,5,Dm,393328,2012.837565219820817,127649.855099698164850
13389,TX021,5,Sa,393314,14677.439948596651448,937416.789685181574896
13390,TX021,5,CfB,393279,2470.849069709454852,229465.984996168059297
13391,TX021,5,DoD,393289,1782.871129363743648,79972.513328260902199
13392,TX021,5,CsC2,393283,1605.314695152493641,133234.761125921562780
13393,TX021,5,AfC,393291,3105.882957071227338,234821.774949150771135
13394,TX021,5,SkC,393318,499.962292937537711,15066.856573418470362
13395,TX021,5,CP,393282,960.610857762473415,64160.163091803442512
13396,TX021,5,AfC,393291,963.679453541242879,55637.023597278937814
13397,TX021,5,TfB,393321,3821.178027065375318,224604.021657576435246
13398,TX021,5,CsC2,393283,1565.535656053380080,70857.140509287914028
13399,TX021,5,PaE,393400,1285.971717789493596,76375.038771779305534
13400,TX021,5,AfE2,393293,3513.867712836954524,106570.506518891445012
13401,TX021,5,DoD,393289,1341.839879695059835,56855.557819519468467
13402,TX021,5,CfB,393279,3173.739477296485347,297613.004460067779291
13403,TX021,5,CsD3,393284,601.959991551287885,24606.302711960692250
13404,TX021,5,AfC2,393292,5767.138555969847403,485369.562998926267028
13405,TX021,5,SkC,393318,890.915254283289300,30212.166736066130397
13406,TX021,5,DeC,393308,1767.329092590772007,105280.315846490659169
13407,TX021,5,AfC2,393292,3946.593407799859506,227512.117235731915571
13408,TX021,5,TfB,393321,2665.066654066436058,74158.488478563929675
13409,TX021,5,W,393326,1080.536691955027209,21643.367784723635850
13410,TX021,5,AtD,393399,1000.246173948141518,38805.300982032473257
13411,TX021,5,DeC,393308,1599.326727912822435,102446.455906729097478
13412,TX021,5,DeC,393308,1182.025299321031525,60088.514695046920679
13413,TX021,5,DeC,393308,7681.812645699380482,486107.694116081809625
13414,TX021,5,AtD,393399,647.395512876600606,22069.531650948203605
13415,TX021,5,AfC,393291,692.767561028416026,22157.844455245009158
13416,TX021,5,AfC,393291,885.700337468648399,42332.101157821416564
13417,TX021,5,TfB,393321,1225.414547876349388,35074.925068941345671
13418,TX021,5,BeC2,393275,1055.991391668067308,30904.679022938064008
13419,TX021,5,AfC,393291,317.694770412102230,3959.633612596514922
13420,TX021,5,Gs,393296,2031.252749048734586,99805.382665164972423
13421,TX021,5,RoD,393312,542.820836232884858,17513.123901790604577
13422,TX021,5,CfB,393279,1256.215406423768400,74156.908811134475400
13423,TX021,5,W,393326,349.082951196847830,4964.421738655538320
13424,TX021,5,AfC,393291,1265.606340601981174,94782.087933631686610
13425,TX021,5,PaE,393400,40981.175571228224726,8150493.147031134925783
13426,TX021,5,TfB,393321,14700.907681462171240,945352.505717473337427
13427,TX021,5,AfC,393291,840.301250493976340,43294.175670135737164
13428,TX021,5,TfB,393321,1255.315929334630937,40985.817175800504629
13429,TX021,5,BeB,393274,5942.393847144546271,452266.179642265313305
13430,TX021,5,MaA,393306,1714.627685005332751,51406.893121410648746
13431,TX021,5,DoB,393288,864.998799912648451,54052.517591025316506
13432,TX021,5,CgC,393280,1090.455342142135578,74262.402633519988740
13433,TX021,5,DeC,393308,717.183246981604839,32938.183523797801172
13434,TX021,5,DeC,393308,631.218748837859948,21476.916465485301160
13435,TX021,5,CsC2,393283,3774.581855238035587,393117.036721607844811
13436,TX021,5,AfC2,393292,1468.266090393291279,120014.168991661805194
13437,TX021,5,DoD,393289,855.149281614004735,43185.863121177768335
13438,TX021,5,W,393326,678.232323983234096,11540.334687885015228
13439,TX021,5,SkC,393318,890.508823163934494,36780.124235405455693
13440,TX021,5,TfB,393321,1664.044201349660170,86138.658471469403594
13441,TX021,5,AfC2,393292,1420.174605520944397,92781.389941606612410
13442,TX021,5,AfC,393291,2273.346608528220713,125963.687201119188103
13443,TX021,5,TfB,393321,1215.022981289098425,37207.423229208958219
13444,TX021,5,BeC2,393275,2144.730806358482369,124505.800345267154626
13445,TX021,5,SkC,393318,2633.464059404422642,140093.194620772585040
13446,TX021,5,AfC,393291,1254.514208014213409,71153.895470796487643
13447,TX021,5,AfC2,393292,807.354737373260264,41092.225719922389544
13448,TX021,5,TfB,393321,13677.129405554163895,932431.201272532809526
13449,TX021,5,CsC2,393283,1290.638283858230807,75817.841539011686109
13450,TX021,5,PaE,393400,16082.857789431687706,3079860.789745024871081
13451,TX021,5,PaE,393400,1095.993491618384041,74586.208545177360065
13452,TX021,5,TfB,393321,1271.263124515580330,57658.003901062009390
13453,TX021,5,AfC,393291,4082.961120078466138,245940.591444267483894
13454,TX021,5,CsC2,393283,5215.244588059727903,352100.416939429065678
13455,TX021,5,WsB,393330,837.060901497182954,29349.932003067242476
13456,TX021,5,DeC,393308,403.500049498078397,6188.660934660381827
13457,TX021,5,TfB,393321,2135.764199213490429,106898.058640001254389
13458,TX021,5,WsB,393330,1087.171461221418213,48781.432530325335392
13459,TX021,5,DeC,393308,930.585016570251355,29524.778290787071455
13460,TX021,5,TfA,393320,1092.282843495558382,39166.909796892490704
13461,TX021,5,AfC2,393292,642.555620555291625,22436.455964845376002
13462,TX021,5,CsC2,393283,1364.321731221292794,94643.797549752649502
13463,TX021,5,CsD3,393284,2567.946625152717388,148537.302021090552444
13464,TX021,5,AfC2,393292,2104.557151683346547,118487.144029142262298
13465,TX021,5,CsC2,393283,786.181617524502826,28561.620927731266420
13466,TX021,5,TfB,393321,12723.823139764988809,696663.687030280940235
13467,TX021,5,AtD,393399,576.191765642511996,14912.203002784433920
13468,TX021,5,PaE,393400,779.706112414248082,37898.167446374558494
13469,TX021,5,SkC,393318,5133.780300949824777,394765.415273231163155
13470,TX021,5,DeC,393308,568.673855681917985,23793.785078868382698
13471,TX021,5,AfC2,393292,195.948400356468767,295.882878846777430
13472,TX021,5,AtD,393399,954.187207380658833,35618.133408563742705
13473,TX021,5,AfC2,393292,2056.606045983731747,97936.848924065867322
13474,TX021,5,CsC2,393283,1504.738365885129497,95727.843784125609091
13475,TX021,5,AfC2,393292,2468.231055118294989,85347.499975825980073
13476,TX021,5,AfC,393291,902.780525007709798,22016.053688458348915
13477,TX021,5,DoB,393288,1508.107927500940377,83627.502656214695890
13478,TX021,5,SkC,393318,926.168007839855932,26810.400519549020828
13479,TX021,5,MaA,393306,1436.793143383193410,81460.503142468238366
13480,TX021,5,CsC2,393283,1618.571765579551993,117820.534093939262675
13481,TX021,5,AfC2,393292,3797.144989951496427,246796.428071130823810
13482,TX021,5,CsC2,393283,1868.931237529923919,187455.655105051759165
13483,TX021,5,DeC,393308,730.226742185293233,26960.778204369242303
13484,TX021,5,TfB,393321,749.180268384898682,32937.857929338752001
13485,TX021,5,SkC,393318,1653.758330954278108,91561.946293725704891
13486,TX021,5,AfC2,393292,863.574494216608400,38726.903926290367963
13487,TX021,5,TfB,393321,1295.353913286894567,39963.669141093545477
13488,TX021,5,CsD3,393284,1024.700303387211079,47919.514848988976155
13489,TX021,5,AfC2,393292,818.044603910062051,21649.492396916695725
13490,TX021,5,DeC,393308,1815.018282777153445,100277.324513832412777
13491,TX021,5,AfC2,393292,1874.404610698800752,130760.674706175908796
13492,TX021,5,DeC,393308,922.701119156509094,40648.270919452370435
13493,TX021,5,SkC,393318,5764.560684084284730,430083.303372781199869
13494,TX021,5,AfC,393291,983.092522613717279,42415.209892330582079
13495,TX021,5,AfC,393291,3511.459289849229663,178328.611090032325592
13496,TX021,5,DeC,393308,2474.359028355952432,95930.360518844216131
13497,TX021,5,PaE,393400,919.627179676864557,38819.675449495596695
13498,TX021,5,AfC,393291,745.040022240986218,30127.801146776218957
13499,TX021,5,CgC,393280,1346.961185879721597,99965.418443649221445
13500,TX021,5,SkC,393318,1460.746778581778926,79556.247000194867724
13501,TX021,5,DeC,393308,571.318751758296230,19254.975296024695126
13502,TX021,5,JeF,393302,1339.880340516612478,42011.583791014825692
13503,TX021,5,DeC,393308,1967.643567224249409,129925.996175972337369
13504,TX021,5,AfC,393291,670.763210379712859,18523.603389137053455
13505,TX021,5,CsD3,393284,2184.329465997906482,125273.996568312883028
13506,TX021,5,PaE,393400,905.386273988305220,44061.478640096087474
13507,TX021,5,CsC2,393283,1916.807134343283224,229572.498754371830728
13508,TX021,5,SkC,393318,1445.942906310762964,120634.386179334542248
13509,TX021,5,Gs,393296,4239.429991431204144,161956.211436518991832
13510,TX021,5,SkC,393318,987.072882388069502,38620.953053555145743
13511,TX021,5,TfB,393321,5767.636683550736052,216382.885891022742726
13512,TX021,5,SkC,393318,605.130545442789980,21538.310317753774143
13513,TX021,5,AfC,393291,2015.528890241711679,94977.560045283054933
13514,TX021,5,WsA,393329,1141.119891468796595,40135.792307875934057
13515,TX021,5,DeC,393308,864.002453550356904,43082.219424965711369
13516,TX021,5,WsB,393330,6852.287257274258991,331952.359039251110516
13517,TX021,5,SkC,393318,932.708788452691920,40520.102497356827371
13518,TX021,5,DeC,393308,1070.455914507326042,16482.507775149970257
13519,TX021,5,TfB,393321,1233.234995947588459,75278.565651090830215
13520,TX021,5,TfB,393321,1223.856537345976903,24939.058986922555050
13521,TX021,5,SkC,393318,1208.938485676423170,36735.592705440336431
13522,TX021,5,W,393326,589.644408277397588,18612.945163236465305
13523,TX021,5,CfB,393279,548.777996050541333,16063.340018063527168
13524,TX021,5,SkC,393318,2983.331174295997243,150406.139831626525847
13525,TX021,5,SkC,393318,634.126751879597919,25512.533081073826907
13526,TX021,5,AtD,393399,372.775018761312595,10298.507454850288923
13527,TX021,5,TfB,393321,1637.706059412679224,48775.970092434501566
13528,TX021,5,AfE2,393293,1312.366601911885482,56518.632325048187340
13529,TX021,5,Sa,393314,759.084168816558417,21993.886391809541237
13530,TX021,5,SkC,393318,3053.212292728010198,146608.491372283082455
13531,TX021,5,WsA,393329,2643.733301759488313,82384.510753155846032
13532,TX021,5,DeC,393308,698.662810561695551,25457.979704159803077
13533,TX021,5,PaE,393400,2942.378049223389098,248864.538098912860733
13534,TX021,5,AfC2,393292,1105.868395496861467,46941.146881715052587
13535,TX021,5,JeF,393302,1235.126616972866714,64239.666885654653015
13536,TX021,5,PaE,393400,575.525961918018425,20834.057608817533037
13537,TX021,5,Sa,393314,2959.131225239314517,109652.360512619256042
13538,TX021,5,AfC,393291,2672.426599930161956,212585.389273208798841
13539,TX021,5,AfC,393291,2684.634383296818214,190516.404552596359281
13540,TX021,5,AfC,393291,446.148359490093014,15125.393950531120936
13541,TX021,5,AtD,393399,765.588828997629548,26565.154276802826644
13542,TX021,5,DeC,393308,1376.018788183745073,96209.529638609892572
13543,TX021,5,AfC2,393292,2664.158379646321009,126441.867443961513345
13544,TX021,5,CsD3,393284,743.240042773653272,26799.005378560217650
13545,TX021,5,DeC,393308,7332.161545859225043,759281.644801141228527
13546,TX021,5,AfC2,393292,3027.040564640542470,192329.399788424925646
13547,TX021,5,AfC,393291,428.473779482892155,11752.048090313792272
13548,TX021,5,AfC2,393292,5240.186617654297152,360311.370196570002008
13549,TX021,5,CsC2,393283,459.286356024566146,10457.434284167746227
13550,TX021,5,AfC2,393292,806.585380434113176,31787.885837625770364
13551,TX021,5,AfC2,393292,3574.467035435322941,152827.140027937100967
13552,TX021,5,AfC,393291,1813.362443012902531,173218.547621927747969
13553,TX021,5,DeC,393308,638.003657736176137,24448.594598322062666
13554,TX021,5,SkC,393318,2581.632695877427523,124635.916721311747096
13555,TX021,5,SkC,393318,614.672712750387177,21695.331316385399987
13556,TX021,5,CsC2,393283,5506.188033167214599,566895.209627265227027
13557,TX021,5,RoB,393311,522.233191652570554,18650.389166001135891
13558,TX021,5,AfC,393291,3128.176012822980738,380343.620624904986471
13559,TX021,5,MaB,393307,1116.734043895426112,64373.104626891537919
13560,TX021,5,MaB,393307,751.121826168960524,36210.381303024420049
13561,TX021,5,CsD3,393284,6638.851014037371897,238798.065907087584492
13562,TX021,5,Sa,393314,5592.738844797516322,199546.887348459335044
13563,TX021,5,AfE2,393293,773.580040232664942,29203.862012086778122
