OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Shape_Length,Shape_Area
2132,TX477,3,55,373185,6034.618775034056853,552820.047692206921056
2133,TX477,3,48,373177,1750.110493648202691,162625.337628847104497
2134,TX477,3,44,373173,7484.050171692910226,702368.891880962532014
2135,TX477,3,66,373197,847.008813068159952,40030.134740722562128
2136,TX477,3,55,373185,850.252754690411507,49334.384568464760378
2137,TX477,3,W,373207,402.154645106189435,5357.316902172272421
2138,TX477,3,44,373173,2146.118274522668344,174267.176274432975333
2139,TX477,3,65,373196,1833.694410616819141,94733.404038347493042
2140,TX477,3,55,373185,4191.037142414130358,282361.993095954472665
2141,TX477,3,46,373175,1368.244491099728066,69191.507010074928985
2142,TX477,3,1,373135,2530.909744127684007,220978.258813984546578
2143,TX477,3,W,373207,897.836372178891338,24536.710772747392184
2144,TX477,3,19,373145,1331.850128343038932,81429.591977029616828
2145,TX477,3,W,373207,512.857527761884057,16894.240005133797240
2146,TX477,3,29,373156,1120.117346560066835,73409.318984938188805
2147,TX477,3,20,373147,828.219876749928972,44032.618098276841920
2148,TX477,3,30,373158,799.026825689036286,27419.271719463034970
2149,TX477,3,11,373137,3092.285316574947956,123996.383689812428202
2150,TX477,3,6,373190,4564.261545121198651,432135.650230392697267
2151,TX477,3,47,373176,1080.660734475078470,44138.916796488898399
2152,TX477,3,45,373174,1240.628282831310116,67162.345503936099703
2153,TX477,3,58,373188,591.074642127966285,15645.838966796078239
2154,TX477,3,55,373185,1421.542770036296361,82135.222605180853861
2155,TX477,3,19,373145,405.364660576908307,10399.880301696646711
2156,TX477,3,53,373183,796.265625636899813,33313.332706972956657
2157,TX477,3,1,373135,12637.508348256076715,1687646.039013421628624
2158,TX477,3,31,373159,733.765100316729558,32479.206180120789213
2159,TX477,3,35,373163,1103.284127504858589,67151.041310351909488
2160,TX477,3,56,373186,626.754061882024871,19452.811155403825978
2161,TX477,3,30,373158,1902.585901380385394,140420.379359787300928
2162,TX477,3,53,373183,6745.565515725895239,438323.924485915864352
2163,TX477,3,30,373158,8810.214877730748412,1137763.679320228518918
2164,TX477,3,7,373201,1165.736327222431555,99604.830040286411531
2165,TX477,3,45,373174,624.837957864011287,25365.755604866139038
2166,TX477,3,20,373147,732.257522780724344,28072.218251983711525
2167,TX477,3,30,373158,1188.990872619007860,53115.712560854997719
2168,TX477,3,56,373186,631.645819576791155,27538.503395638457732
2169,TX477,3,32,373160,1004.751538037457749,39591.021616760255711
2170,TX477,3,19,373145,1682.963752754006691,117104.153385852114297
2171,TX477,3,27,373154,1284.438221656648238,48848.183845217929047
2172,TX477,3,49,373178,4871.820649770334057,203161.889971900265664
2173,TX477,3,11,373137,2869.504370359437871,272994.502150816435460
2174,TX477,3,44,373173,2476.910754501125211,172141.235542762238765
2175,TX477,3,36,373164,677.454393334003385,28592.680519484132674
2176,TX477,3,30,373158,9412.058881579738227,1329094.304413243662566
2177,TX477,3,30,373158,11012.647088758760219,1117353.961965215858072
2178,TX477,3,14,373140,11502.715129088746835,1360143.480538936331868
2179,TX477,3,31,373159,802.162212985839460,35063.038260066394287
2180,TX477,3,15,373141,1996.504016710237011,161337.862350270617753
2181,TX477,3,32,373160,2969.052221439159894,170353.185625432874076
2182,TX477,3,69,373200,2183.087811456227428,187981.572918237361591
2183,TX477,3,61,373192,539.432110452890356,20092.924274050114036
2184,TX477,3,25,373152,1812.188071616078105,115779.048459991841810
2185,TX477,3,56,373186,1357.620759381626840,90968.209426946938038
2186,TX477,3,65,373196,4139.768383244950201,282515.432977431861218
2187,TX477,3,6,373190,471.836457491873034,14721.149173670786695
2188,TX477,3,39,373167,832.993652722904585,43524.421582283415773
2189,TX477,3,55,373185,2208.912970881049660,137794.912595928733936
2190,TX477,3,19,373145,1148.516311365734055,77947.943870716015226
2191,TX477,3,46,373175,1089.699435725557578,47688.121046259824652
2192,TX477,3,18,373144,1481.033990468826232,61752.068267080998339
2193,TX477,3,30,373158,2356.716582996622037,110205.597485267673619
2194,TX477,3,55,373185,9110.190224017347646,693241.227321484824643
2195,TX477,3,W,373207,548.119612324421723,13753.956512373082660
2196,TX477,3,33,373161,1792.398252661753304,101858.182103089304292
2197,TX477,3,56,373186,1689.166779520921409,95771.778092056905734
2198,TX477,3,18,373144,948.145834016768049,42140.833900322766567
2199,TX477,3,69,373200,2094.309866959327792,107292.009161393551040
2200,TX477,3,W,373207,629.477025832505092,18138.134891756384604
2201,TX477,3,19,373145,18637.886145238902827,1832894.395213178126141
2202,TX477,3,18,373144,569.623794483462120,23199.092214124830207
2203,TX477,3,15,373141,5379.349431704603376,667507.541654353146441
2204,TX477,3,72,373204,2295.123250583387289,148981.936366785957944
2205,TX477,3,36,373164,1127.691487796897945,74489.390336764103267
2206,TX477,3,11,373137,662.095473652695205,31115.649207640741224
2207,TX477,3,32,373160,940.763039222769407,49633.151994702544471
2208,TX477,3,59,373189,1901.609818234481281,123753.220906919697882
2209,TX477,3,68,373199,15923.781491778157942,3286132.384317272808403
2210,TX477,3,40,373169,1432.791952542564104,93295.073549985405407
2211,TX477,3,46,373175,1874.646524873577164,150588.823285375052365
2212,TX477,3,18,373144,1167.620954727133949,52318.300302472212934
2213,TX477,3,17,373143,636.133667342147305,18532.213223537688464
2214,TX477,3,58,373188,1399.692116519579258,65222.991156768970541
2215,TX477,3,49,373178,5251.125859172788296,441443.043129015131854
2216,TX477,3,58,373188,421.240240772373227,12188.312829633212459
2217,TX477,3,1,373135,4784.801854981867109,506891.428836734849028
2218,TX477,3,14,373140,1785.213391803180684,153116.893081010144670
2219,TX477,3,56,373186,938.314169474499863,52684.332920053588168
2220,TX477,3,43,373172,1516.604017973279269,55978.995618057808315
2221,TX477,3,56,373186,524.108331505099159,19762.936171000455943
2222,TX477,3,35,373163,1797.550238010533121,121419.381325965528958
2223,TX477,3,43,373172,1121.047917233178168,52118.799485473406094
2224,TX477,3,19,373145,974.029317588507070,56617.390633311908459
2225,TX477,3,18,373144,1402.313987028858719,93908.958743570925435
2226,TX477,3,36,373164,1238.302187073859841,83862.441804814603529
2227,TX477,3,19,373145,18350.576458656640170,2321953.706492003053427
2228,TX477,3,55,373185,1434.494269458579993,45606.613785657100379
2229,TX477,3,56,373186,548.254765778465639,21581.515740004353574
2230,TX477,3,14,373140,1707.669977621723774,110155.666181280830642
2231,TX477,3,25,373152,746.155369158818758,27320.961322332681448
2232,TX477,3,32,373160,1060.284198067608941,56139.491254259206471
2233,TX477,3,8,373205,3912.630824348590522,239067.927272425469710
2234,TX477,3,31,373159,1303.921787023612751,64918.662300939482520
2235,TX477,3,8,373205,7588.566400811079802,302670.064403372351080
2236,TX477,3,20,373147,947.277197100459034,31222.854040718706528
2237,TX477,3,57,373187,1078.368043662676655,57350.106504711518937
2238,TX477,3,36,373164,849.914836889365915,45319.423068250645883
2239,TX477,3,25,373152,1320.330100291065946,68811.206456753527164
2240,TX477,3,30,373158,1100.421279101061600,67476.958186787218438
2241,TX477,3,56,373186,1110.068782333992885,48569.438693926495034
2242,TX477,3,18,373144,650.772741284976632,21975.644240645415266
2243,TX477,3,19,373145,1282.548909162603650,63431.058478882929194
2244,TX477,3,W,373207,867.033582694735742,27364.898303065820073
2245,TX477,3,53,373183,1801.215016752118800,61822.338205476698931
2246,TX477,3,55,373185,5059.969812059471224,393579.456156587344594
2247,TX477,3,36,373164,911.090474022507351,43758.960746447708516
2248,TX477,3,55,373185,1414.882789974325306,74886.174332748414599
2249,TX477,3,46,373175,2223.413405633089042,168129.448686081042979
2250,TX477,3,W,373207,532.378832357424017,10913.131880403887408
2251,TX477,3,14,373140,3085.879327236555127,318796.717278462077957
2252,TX477,3,66,373197,2234.299655893717045,157073.836286158795701
2253,TX477,3,65,373196,2339.233787130958262,210672.939208412397420
2254,TX477,3,57,373187,906.738665532258779,44077.919693085299514
2255,TX477,3,55,373185,1706.973581594352936,105068.243090621152078
2256,TX477,3,66,373197,959.907746138695757,49961.718317714432487
2257,TX477,3,32,373160,1108.223985159473614,60813.345606116010458
2258,TX477,3,8,373205,7599.597429884427584,403206.663613057520706
2259,TX477,3,30,373158,16390.642925953579834,2111728.520358151756227
2260,TX477,3,16,373142,6279.031487968041802,758924.258689294336364
2261,TX477,3,6,373190,1332.547402928800693,107519.990377304187859
2262,TX477,3,6,373190,17216.454965057058871,3394958.305678909178823
2263,TX477,3,W,373207,3330.293212496286742,85088.077446401308407
2264,TX477,3,14,373140,15792.442141333503969,2040677.058077892288566
2265,TX477,3,30,373158,1637.757901103098902,126228.752873885488953
2266,TX477,3,19,373145,1631.370914845453854,97246.316607879402000
2267,TX477,3,58,373188,502.376573062150840,15863.421610899151347
2268,TX477,3,40,373169,1193.772982438346617,71532.362049666844541
2269,TX477,3,W,373207,771.710426092916350,27154.491972301977512
2270,TX477,3,32,373160,4011.246824349657345,244294.588194522104459
2271,TX477,3,32,373160,1711.823277894713556,97496.096636329049943
2272,TX477,3,30,373158,2625.764622261673139,141678.105215154704638
2273,TX477,3,30,373158,1855.924291605512053,106964.858588476621662
2274,TX477,3,14,373140,1133.400597444303912,45714.068196095351595
2275,TX477,3,32,373160,4126.638571499641330,400755.461543450888712
2276,TX477,3,55,373185,3674.210391595627698,233388.859779945778428
2277,TX477,3,18,373144,3770.859305473964469,171829.946773653588025
2278,TX477,3,28,373155,1048.390527944053019,59146.710099622374400
2279,TX477,3,30,373158,3653.841696650677477,297508.412051987950690
2280,TX477,3,56,373186,954.331488081854104,39158.178661906509660
2281,TX477,3,41,373170,1391.577153760507827,74866.770083115334273
2282,TX477,3,36,373164,1618.829046152014598,69538.237413473674678
2283,TX477,3,59,373189,1929.063923951824790,106560.219361251802184
2284,TX477,3,7,373201,2029.299350383014826,133206.566288146015722
2285,TX477,3,6,373190,2091.355024749394943,119402.091595192148816
2286,TX477,3,6,373190,1078.967209934239690,52858.912401979432616
2287,TX477,3,W,373207,616.026878085370981,24115.575477524427697
2288,TX477,3,19,373145,6397.743063081182299,574935.249149465467781
2289,TX477,3,56,373186,681.076753985190180,31148.374187348676060
2290,TX477,3,19,373145,915.168152821089052,39742.533756474505935
2291,TX477,3,20,373147,2440.369354771549297,171235.688259973831009
2292,TX477,3,36,373164,16182.236043775312282,1455770.041202634107322
2293,TX477,3,69,373200,3102.492191372498382,166831.726682016771520
2294,TX477,3,35,373163,2177.806531948290285,274627.374987944902387
2295,TX477,3,64,373195,1849.881245089572758,152704.110229074198287
2296,TX477,3,1,373135,712.616144313606810,33100.917835408457904
2297,TX477,3,66,373197,1891.003431932091871,68939.756605217145989
2298,TX477,3,27,373154,2414.610527807162725,90234.428445407305844
2299,TX477,3,32,373160,5335.829363324126462,516148.760729115223512
2300,TX477,3,37,373165,13202.273448109246601,2728699.213350854348391
2301,TX477,3,59,373189,916.704379732207258,32047.319413899196661
2302,TX477,3,36,373164,1013.168120835922423,49369.250787480137660
2303,TX477,3,17,373143,786.016065554750639,38398.720771233136475
2304,TX477,3,55,373185,1533.092090375083899,71797.885559417263721
2305,TX477,3,28,373155,1510.029297559768338,89713.032943289043033
2306,TX477,3,28,373155,2169.562288601246564,104550.431933545798529
2307,TX477,3,64,373195,3389.194938537040343,257978.422779691405594
2308,TX477,3,32,373160,575.662243393324729,17150.365906246035593
2309,TX477,3,19,373145,2524.857270027905997,128758.048123589949682
2310,TX477,3,19,373145,911.538521062206655,31057.924054231672926
2311,TX477,3,49,373178,13112.409622559514901,1347588.702842574566603
2312,TX477,3,32,373160,755.233928235876533,30086.339209176709119
2313,TX477,3,20,373147,8193.383072275606537,507891.160243167483713
2314,TX477,3,W,373207,820.044083911434655,34835.526709891943028
2315,TX477,3,55,373185,3288.334519260259185,230924.497064901806880
2316,TX477,3,7,373201,594.334239723762266,20805.239398618243285
2317,TX477,3,42,373171,458.801868191535107,14386.756998838101936
2318,TX477,3,55,373185,3076.922958679040676,284141.903308685577940
2319,TX477,3,6,373190,16063.897831748179669,1165899.632714550010860
2320,TX477,3,30,373158,1338.586530147391386,85981.389023672876647
2321,TX477,3,53,373183,670.998872362516977,22996.572795766467607
2322,TX477,3,11,373137,1843.352636049374723,158097.693946083076298
2323,TX477,3,56,373186,617.634480849741749,16431.059111791662872
2324,TX477,3,21,373148,1091.594737021135188,49826.865151568694273
2325,TX477,3,55,373185,725.369908357492818,25902.861462645258143
2326,TX477,3,25,373152,774.638684743841281,41625.466214051622956
2327,TX477,3,64,373195,839.476511266837178,46154.633391177085286
2328,TX477,3,20,373147,1524.878645666930879,100328.937344576901523
2329,TX477,3,19,373145,662.247347258164950,27899.098863331557368
2330,TX477,3,35,373163,1384.302515965039220,98757.049289425645838
2331,TX477,3,25,373152,4201.512665108340116,265752.481069448578637
2332,TX477,3,25,373152,1234.962930622364411,88611.729856534104329
2333,TX477,3,53,373183,2145.427129527618490,101937.802149040304357
2334,TX477,3,36,373164,1339.468531900730113,106191.887907490541693
2335,TX477,3,14,373140,6409.131522720173962,1064718.825102947652340
2336,TX477,3,W,373207,368.613085928802434,8578.475734915682551
2337,TX477,3,W,373207,675.679202260175771,16793.179424809866759
2338,TX477,3,54,373184,1071.022624491403803,60742.456879290424695
2339,TX477,3,W,373207,1065.507854745709437,55623.465340247734275
2340,TX477,3,6,373190,421.015342818908664,11979.380513311805771
2341,TX477,3,W,373207,370.589467173033256,10018.282218061458479
2342,TX477,3,60,373191,1559.382131606973417,101654.278300710750045
2343,TX477,3,32,373160,2287.106173340243004,147828.705950938136084
2344,TX477,3,W,373207,1421.778791503015327,61158.312970697406854
2345,TX477,3,31,373159,1564.671174478895637,68348.469081014060066
2346,TX477,3,71,373203,2728.706741224525558,149961.524359982431633
2347,TX477,3,43,373172,1690.563915219930777,106685.947938669560244
2348,TX477,3,47,373176,1823.594069337427300,151326.937159121182049
2349,TX477,3,30,373158,2127.705398443863032,171348.382469210657291
2350,TX477,3,46,373175,879.408079404418572,27259.243861653063504
2351,TX477,3,36,373164,3870.343506720095775,282835.719845354848076
2352,TX477,3,8,373205,3185.652415870549248,146460.417637723556254
2353,TX477,3,52,373182,1175.906796898275616,37733.355318607427762
2354,TX477,3,53,373183,872.691665121689425,40017.627483447875420
2355,TX477,3,29,373156,375.909660988450639,8167.677864980661070
2356,TX477,3,3,373157,1136.893062489984914,69115.734753804223146
2357,TX477,3,W,373207,806.153406163369823,14197.423477710313819
2358,TX477,3,20,373147,695.481027569247317,34107.612377854806255
2359,TX477,3,18,373144,1915.645575346800342,88794.499492644841666
2360,TX477,3,35,373163,625.143211391200225,22703.863193866909569
2361,TX477,3,60,373191,655.915903553348357,20704.113513225565839
2362,TX477,3,66,373197,1026.419386739606125,59500.305820218687586
2363,TX477,3,60,373191,4935.744191392271205,758423.451373972347938
2364,TX477,3,15,373141,1130.178698420990713,71162.313853249652311
2365,TX477,3,17,373143,2443.723921301630980,111400.551769378478639
2366,TX477,3,19,373145,592.723310667309534,17708.866777464092593
2367,TX477,3,7,373201,723.597757544540400,32029.893116678740626
2368,TX477,3,53,373183,1453.400266189965350,138556.718419482698664
2369,TX477,3,29,373156,1539.403524068211254,77465.676016439945670
2370,TX477,3,36,373164,6488.670657545041649,621689.883863040595315
2371,TX477,3,6,373190,1459.162910421399374,95269.073183971690014
2372,TX477,3,72,373204,1054.587222096717142,52054.306991319375811
2373,TX477,3,36,373164,632.856544968123558,21072.738590708977426
2374,TX477,3,11,373137,650.324788157422176,23014.234864893489430
2375,TX477,3,60,373191,1247.901467563449387,72738.507975149594131
2376,TX477,3,66,373197,4893.675753642882228,933009.771695029106922
2377,TX477,3,30,373158,1961.414486213042665,193460.389432548370678
2378,TX477,3,15,373141,1687.017445072262262,65185.361277530799271
2379,TX477,3,11,373137,193.235019381014126,2181.602923695317713
2380,TX477,3,30,373158,6842.305982402428526,1096950.724831574596465
2381,TX477,3,25,373152,854.999512309045599,35254.833849467308028
2382,TX477,3,66,373197,2062.259364960270432,140214.005187366768951
2383,TX477,3,56,373186,2644.192132551883788,142332.318510281504132
2384,TX477,3,13,373139,7048.174643010499494,835203.354472377104685
2385,TX477,3,16,373142,3031.234113622509994,124442.207279751339229
2386,TX477,3,W,373207,1029.989083655394779,41808.611820256599458
2387,TX477,3,7,373201,3099.912785900138260,204201.179457601567265
2388,TX477,3,28,373155,1222.882637431543344,46199.859544962928339
2389,TX477,3,67,373198,6282.341610740261785,355989.353071143210400
2390,TX477,3,14,373140,2445.185996814235295,197706.823081822891254
2391,TX477,3,37,373165,5436.545779140231389,568324.987212864914909
2392,TX477,3,6,373190,725.517615115085732,36983.547611031885026
2393,TX477,3,W,373207,690.906657670786558,14892.433194836507028
2394,TX477,3,19,373145,2699.644869615578500,228334.525627292459831
2395,TX477,3,W,373207,537.502043137581268,12206.752474550812622
2396,TX477,3,W,373207,406.152719847021103,10394.096345054957055
2397,TX477,3,53,373183,1832.760877316118012,170641.357739947299706
2398,TX477,3,46,373175,887.830790479861207,40760.782824859394168
2399,TX477,3,36,373164,1555.119155822991615,103653.781694057877758
2400,TX477,3,14,373140,1282.674558863883931,80831.676585281587904
2401,TX477,3,6,373190,6523.574126999876171,712846.461845835670829
2402,TX477,3,25,373152,1879.133175616271274,161750.289328286744421
2403,TX477,3,46,373175,1773.197417739081629,94041.857423030523933
2404,TX477,3,19,373145,2307.756356796784530,119892.939228948685923
2405,TX477,3,8,373205,8307.572211459248138,490555.420726706157438
2406,TX477,3,36,373164,736.456505594626037,28923.699224572759704
2407,TX477,3,W,373207,536.268217451865326,14087.849977924453924
2408,TX477,3,32,373160,1045.105543260120385,49204.262187306529086
2409,TX477,3,20,373147,624.834115507723709,27843.004200041857985
2410,TX477,3,72,373204,2249.793071064604192,148919.675539315096103
2411,TX477,3,72,373204,1348.888076390179322,70741.054145989895915
2412,TX477,3,57,373187,1288.378702982221512,73927.213561819065944
2413,TX477,3,30,373158,841.967410262097360,40049.668456153267471
2414,TX477,3,20,373147,2148.618002280116798,100627.206963660777546
2415,TX477,3,30,373158,22288.703591415665869,3129446.371052766218781
2416,TX477,3,1,373135,1550.974775198963471,137800.188737545598997
2417,TX477,3,26,373153,1967.496384481562700,73076.982973269259674
2418,TX477,3,46,373175,1116.828932877550642,75295.900317502295366
2419,TX477,3,35,373163,1444.606269874082727,67391.226574692613212
2420,TX477,3,41,373170,1421.296571861236544,63087.452082889736630
2421,TX477,3,56,373186,782.721578005995639,28392.122151327315805
2422,TX477,3,56,373186,714.769672347767028,34695.086263927558321
2423,TX477,3,31,373159,707.829545967622494,34253.016260628661257
2424,TX477,3,16,373142,794.829725801718951,37872.376425989335985
2425,TX477,3,56,373186,861.947910919593369,40623.772266078776738
2426,TX477,3,W,373207,545.023183804204109,17775.794052962020942
2427,TX477,3,31,373159,611.991726534348572,22334.984636313485680
2428,TX477,3,20,373147,809.038587105696934,34659.283592876825423
2429,TX477,3,18,373144,491.400328805923493,13068.980413953680909
2430,TX477,3,33,373161,1168.841792705916987,62832.958519408493885
2431,TX477,3,53,373183,3645.596666863289556,273339.576013497659005
2432,TX477,3,8,373205,4918.086714333285272,270831.699175184534397
2433,TX477,3,30,373158,1391.615248802651195,82978.895449036717764
2434,TX477,3,55,373185,917.533275632605978,53983.118441006590729
2435,TX477,3,46,373175,970.585423852206873,56793.538959665136645
2436,TX477,3,19,373145,1934.652760271468651,76055.063216482783901
2437,TX477,3,53,373183,1034.519899722481568,51511.241577080181742
2438,TX477,3,71,373203,1521.592907061668484,139498.799406439822633
2439,TX477,3,36,373164,1096.282233002350722,78585.210633866721764
2440,TX477,3,72,373204,3215.069315801243647,373973.943346956802998
2441,TX477,3,39,373167,1193.294244282043110,86939.164301449127379
2442,TX477,3,28,373155,4621.250509441577378,369463.979659546515904
2443,TX477,3,28,373155,653.835118675403010,29920.209082062130619
2444,TX477,3,47,373176,1411.164397901865868,97255.532914369221544
2445,TX477,3,55,373185,639.304476702668239,22835.335858414171526
2446,TX477,3,62,373193,4529.286236031192857,231693.844033707107883
2447,TX477,3,36,373164,1310.343293928210869,64148.432758882903727
2448,TX477,3,59,373189,1004.386537305776869,51472.669176834628161
2449,TX477,3,64,373195,1885.270624367668233,159587.514239307434764
2450,TX477,3,21,373148,4423.625376110730031,292325.541818967205472
2451,TX477,3,55,373185,665.076960486444364,26081.176081672179862
2452,TX477,3,31,373159,1537.218463199586722,65598.387250443876837
2453,TX477,3,1,373135,2102.016192570265048,109880.800417496779119
2454,TX477,3,31,373159,538.257601747448462,14570.697033926859149
2455,TX477,3,30,373158,2880.230490624775030,210197.317748224944808
2456,TX477,3,56,373186,871.949061717505174,55405.096567524662532
2457,TX477,3,35,373163,3718.833612786317644,256937.648460533004254
2458,TX477,3,16,373142,780.256069416069522,27624.190189727723919
2459,TX477,3,56,373186,657.196486677380790,32276.294190731219715
2460,TX477,3,19,373145,1278.605745876849141,86107.870019251640770
2461,TX477,3,32,373160,1114.728788826654409,59935.559903928697167
2462,TX477,3,32,373160,9649.118503337324000,969965.163912258110940
2463,TX477,3,35,373163,1387.272220276210874,75578.762263999684365
2464,TX477,3,46,373175,745.750579536129635,23507.806823896815331
2465,TX477,3,30,373158,3851.127912574111178,466999.003636641078629
2466,TX477,3,53,373183,477.374252456592956,16890.912087351855007
2467,TX477,3,54,373184,767.549995807390701,19250.611184438927012
2468,TX477,3,20,373147,1907.765139140099109,64317.938807567945332
2469,TX477,3,18,373144,2079.601683358442187,165262.218942979117855
2470,TX477,3,20,373147,8626.261629623288172,935028.394917539088055
2471,TX477,3,28,373155,426.079480447135325,11717.191612558413908
2472,TX477,3,35,373163,1453.121606732841201,65384.921441912585578
2473,TX477,3,72,373204,1945.094463267110768,125127.428814815211808
2474,TX477,3,36,373164,1226.489155272761082,43231.618167491862550
2475,TX477,3,20,373147,927.787971733654331,46581.347851869366423
2476,TX477,3,6,373190,487.567647779208983,14069.215505291776935
2477,TX477,3,35,373163,4779.849504880528912,365068.181849901331589
2478,TX477,3,72,373204,1370.505843465388580,83252.836406182017527
2479,TX477,3,48,373177,2086.406340703336355,172366.857220175035764
2480,TX477,3,54,373184,923.041602216506476,45476.184403581057268
2481,TX477,3,14,373140,1562.093025566036658,117605.952634304238018
2482,TX477,3,59,373189,1196.634392677888172,73791.819394231963088
2483,TX477,3,59,373189,874.603975508345911,36183.126497758981714
2484,TX477,3,72,373204,2812.143024756790510,141710.514858536713291
2485,TX477,3,6,373190,1184.243173389227195,54333.153341504781565
2486,TX477,3,59,373189,566.756202395525065,21063.242791588407272
2487,TX477,3,14,373140,15222.634531540716125,3477647.721946847625077
2488,TX477,3,19,373145,566.773234965768893,20708.433724864935357
2489,TX477,3,56,373186,1109.543133794428513,53770.750588252303714
2490,TX477,3,1,373135,1570.311921128987706,104405.478849899038323
2491,TX477,3,W,373207,506.228711864331217,11496.806646064882443
2492,TX477,3,56,373186,635.374389593902151,21632.204774390600505
2493,TX477,3,W,373207,1596.323014020975052,86120.700674912877730
2494,TX477,3,20,373147,2591.080423786360370,115744.990724046729156
2495,TX477,3,40,373169,2802.433694402441688,173700.055407017440302
2496,TX477,3,25,373152,2181.360649923779874,172851.942719096172368
2497,TX477,3,36,373164,854.554209707811083,42738.883786983038590
2498,TX477,3,25,373152,1051.171064989275465,42513.093690083798720
2499,TX477,3,35,373163,1118.813927103355809,57332.491763438352791
2500,TX477,3,55,373185,778.915482697459652,23148.431527150343754
2501,TX477,3,55,373185,10655.308462880930165,1728877.803156734444201
2502,TX477,3,46,373175,6389.313206093150256,731911.657687983242795
2503,TX477,3,64,373195,15695.345083990710918,2370924.214570390991867
2504,TX477,3,16,373142,1252.567796826836002,87676.855318960704608
2505,TX477,3,20,373147,456.215929050328441,15666.658108698544311
2506,TX477,3,35,373163,1435.621358087801582,109019.275057901366381
2507,TX477,3,W,373207,321.990771493359830,6896.426000708285756
2508,TX477,3,48,373177,4515.880738135852880,387099.104966319166124
2509,TX477,3,W,373207,498.085282112136326,12313.135721658958573
2510,TX477,3,19,373145,3129.218351440597871,220246.825842919090064
2511,TX477,3,36,373164,804.680916091554309,45189.913915146753425
2512,TX477,3,33,373161,2647.047761453853127,289720.625475069857202
2513,TX477,3,21,373148,2122.808056699224380,260395.455882817012025
2514,TX477,3,6,373190,878.634305110619948,43264.971151224213827
2515,TX477,3,14,373140,2010.225467454209138,193124.606604267668445
2516,TX477,3,72,373204,1089.989567526897872,66711.749780309954076
2517,TX477,3,25,373152,816.961718343998882,23475.885386624631792
2518,TX477,3,W,373207,753.197447500775752,15094.644441953936621
2519,TX477,3,11,373137,2544.881098287583882,136599.326332699478371
2520,TX477,3,35,373163,617.492641559094409,24762.668207804301346
2521,TX477,3,33,373161,598.983869468157309,16545.577320633197814
2522,TX477,3,20,373147,1919.834798413492535,145655.467253203387372
2523,TX477,3,6,373190,2568.723837657673357,337112.702183759887703
2524,TX477,3,48,373177,1415.758316028143554,56427.324354320386192
2525,TX477,3,61,373192,1831.535499839188788,102547.376656281732721
2526,TX477,3,41,373170,755.607106385974021,41850.780070261302171
2527,TX477,3,32,373160,1022.962150387491761,69173.944290011364501
2528,TX477,3,44,373173,373.680557671350300,8022.827047125705576
2529,TX477,3,32,373160,638.442745387875220,19456.558149229796982
2530,TX477,3,55,373185,397.684928814637090,11796.773871619134297
2531,TX477,3,59,373189,1985.399138016096231,80144.193242041103076
2532,TX477,3,W,373207,365.742088541539488,7095.392075683437724
2533,TX477,3,17,373143,660.693896372254130,28683.172151107060927
2534,TX477,3,44,373173,802.490585250979052,32515.730151484178350
2535,TX477,3,48,373177,450.418678748482819,11696.164236891378096
2536,TX477,3,33,373161,1920.101244490610952,162934.088120051223086
2537,TX477,3,59,373189,887.184005251540157,48856.485463420060114
2538,TX477,3,61,373192,1663.286133767449655,103816.497944550399552
2539,TX477,3,W,373207,421.596241899725442,10287.578357474409131
2540,TX477,3,16,373142,1135.305598129573127,42318.760304170849849
2541,TX477,3,11,373137,497.018084189697845,18548.603042908049247
2542,TX477,3,45,373174,1638.059746091922307,78671.695235602412140
2543,TX477,3,36,373164,742.876659989214659,38417.318661402707221
2544,TX477,3,53,373183,2217.693076038579875,98737.070940915888059
2545,TX477,3,58,373188,1037.150809703987306,63868.381382124855008
2546,TX477,3,1,373135,776.394500887951381,32912.590668202006782
2547,TX477,3,15,373141,1310.813834671734867,76815.978282853597193
2548,TX477,3,14,373140,3863.288705760861376,440337.728242865588982
2549,TX477,3,18,373144,488.133153230150924,13312.207957789263673
2550,TX477,3,55,373185,3284.551556784552304,272179.149788566923235
2551,TX477,3,19,373145,1063.830843129132518,56298.120445703934820
2552,TX477,3,31,373159,5261.478828367736241,671580.890046679531224
2553,TX477,3,43,373172,793.954030432134573,27926.289399907589541
2554,TX477,3,6,373190,3589.395046469476256,312917.030836275254842
2555,TX477,3,56,373186,3267.249453711201568,209672.784862884524046
2556,TX477,3,18,373144,556.146062404546228,21096.577192923494295
2557,TX477,3,32,373160,1908.329011009730721,127006.671863752984791
2558,TX477,3,14,373140,2678.629864545630426,246329.164940246497281
2559,TX477,3,1,373135,614.514508565446476,20376.877212114533904
2560,TX477,3,1,373135,1435.136970601538223,85057.069427168506081
2561,TX477,3,35,373163,1239.500446682625579,57997.722015508799814
2562,TX477,3,20,373147,891.214783496737709,42804.832621948866290
2563,TX477,3,58,373188,1984.052199620480224,76692.644017422993784
2564,TX477,3,W,373207,441.104941766611375,9270.593310547485089
2565,TX477,3,72,373204,2211.030595889562846,113613.284246504292241
2566,TX477,3,64,373195,5240.304706476109459,894963.108582985238172
2567,TX477,3,64,373195,1269.333941934034328,91780.927771974485950
2568,TX477,3,14,373140,674.339833526109373,22783.208452114409738
2569,TX477,3,69,373200,4636.411533223887091,327484.391779983066954
2570,TX477,3,44,373173,1111.518915648740176,40080.207247749305679
